"Project","File","Line","Column","Code","Category","Message"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\TwoFactor\Disable2FACommandHandler.cs","28","54","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<Disable2FAResult> Disable2FACommandHandler.Handle(Disable2FACommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Handlers\BulkImportApiKeysCommandHandler.cs","94","50","S2325","Other","Make 'ValidateCsvAndParseAsync' a static method. (https://rules.sonarsource.com/csharp/RSPEC-2325)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\TwoFactorDisabledEventHandler.cs","50","9","CA1031","CodeAnalysis","Modificare 'HandleEventAsync' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Services\EnhancedPdfProcessingOrchestrator.cs","356","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<EnhancedPagedExtractionResult> EnhancedPdfProcessingOrchestrator.ExtractPagedTextWithFallbackAsync(Stream pdfStream, bool enableOcrFallback = true, CancellationToken ct = default(CancellationToken))' convalidare il parametro 'pdfStream' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Infrastructure\Services\ReportGeneratorService.AIUsage.cs","29","39","MA0051","Other","Method is too long (92 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Extensions\ObservabilityServiceExtensions.cs","26","39","MA0051","Other","Method is too long (105 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","71","37","S2629","Other","Don't use string concatenation in logging message templates. (https://rules.sonarsource.com/csharp/RSPEC-2629)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","75","37","S2629","Other","Don't use string concatenation in logging message templates. (https://rules.sonarsource.com/csharp/RSPEC-2629)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","79","37","S2629","Other","Don't use string concatenation in logging message templates. (https://rules.sonarsource.com/csharp/RSPEC-2629)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","83","37","S2629","Other","Don't use string concatenation in logging message templates. (https://rules.sonarsource.com/csharp/RSPEC-2629)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","87","37","S2629","Other","Don't use string concatenation in logging message templates. (https://rules.sonarsource.com/csharp/RSPEC-2629)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Filters\NotificationRateLimitFilter.cs","103","22","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'ValueTask<object?> NotificationRateLimitFilter.InvokeAsync(EndpointFilterInvocationContext context, EndpointFilterDelegate next)' convalidare il parametro 'next' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Filters\NotificationRateLimitFilter.cs","61","27","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'ValueTask<object?> NotificationRateLimitFilter.InvokeAsync(EndpointFilterInvocationContext context, EndpointFilterDelegate next)' convalidare il parametro 'context' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Services\PdfValidationDomainService.cs","54","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'ValidationResult PdfValidationDomainService.ValidatePageCount(PageCount pageCount)' convalidare il parametro 'pageCount' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Handlers\BulkImportApiKeysCommandHandler.cs","96","9","S1172","Other","Remove this unused method parameter 'cancellationToken'. (https://rules.sonarsource.com/csharp/RSPEC-1172)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\TwoFactor\Verify2FACommandHandler.cs","29","40","MA0051","Other","Method is too long (68 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Handlers\BulkImportApiKeysCommandHandler.cs","117","16","MA0004","Other","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Queries\ValidateShareLink\ValidateShareLinkQueryHandler.cs","44","25","MA0004","Other","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\SessionRevokedEventHandler.cs","16","17","S6672","Other","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Queries\ValidateShareLink\ValidateShareLinkQueryHandler.cs","34","45","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<ValidateShareLinkResult?> ValidateShareLinkQueryHandler.Handle(ValidateShareLinkQuery request, CancellationToken cancellationToken)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Services\PdfValidationDomainService.cs","80","14","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'ValidationResult PdfValidationDomainService.ValidatePdfVersion(PdfVersion version)' convalidare il parametro 'version' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\ConfigurationHelper.cs","44","26","MA0051","Other","Method is too long (74 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\TwoFactor\Verify2FACommandHandler.cs","32","39","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<Verify2FAResult> Verify2FACommandHandler.Handle(Verify2FACommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Handlers\BulkImportApiKeysCommandHandler.cs","43","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<BulkOperationResult<ApiKeyImportResultDto>> BulkImportApiKeysCommandHandler.Handle(BulkImportApiKeysCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\RedisOAuthStateStore.cs","86","9","CA1031","CodeAnalysis","Modificare 'ValidateAndRemoveStateAsync' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Services\EnhancedPdfProcessingOrchestrator.cs","611","13","CA1031","CodeAnalysis","Modificare 'RecordStageMetricSafely' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\EventHandlers\DashboardCacheInvalidationEventHandler.cs","36","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task DashboardCacheInvalidationEventHandler.Handle(ConfigurationUpdatedEvent notification, CancellationToken cancellationToken)' convalidare il parametro 'notification' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\RedisOAuthStateStore.cs","105","9","CA1031","CodeAnalysis","Modificare 'ExistsAsync' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\RoleChangedEventHandler.cs","16","17","S6672","Other","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Extensions\ObservabilityServiceExtensions.cs","149","39","MA0051","Other","Method is too long (64 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\EventHandlers\DashboardCacheInvalidationEventHandler.cs","48","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task DashboardCacheInvalidationEventHandler.Handle(ConfigurationToggledEvent notification, CancellationToken cancellationToken)' convalidare il parametro 'notification' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Queries\QualityReports\GenerateQualityReportQueryHandler.cs","31","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<QualityReport> GenerateQualityReportQueryHandler.Handle(GenerateQualityReportQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
